SPACECRAFT_CLOCK_START_COUNT,MISSION_NAME,INSTRUMENT_ID,DATA_SET_ID,IMAGE_ID,OBSERVATION_ID,PRODUCT_TYPE,TARGET_NAME,IMAGE_TIME,FILTER_NAME,FILTER_NUMBER,EXPOSURE_DURATION,GAIN_MODE_ID,FRAME_DURATION,OBSTRUCTION_ID,ORBIT_NUMBER,NTV_TIME_FROM_CLOSEST_APPROACH,NTV_SAT_TIME_FROM_CLOSEST_APR,PHASE_ANGLE,EMISSION_ANGLE,INCIDENCE_ANGLE,LOCAL_HOUR_ANGLE,TWIST_ANGLE,CONE_ANGLE,RIGHT_ASCENSION,DECLINATION,NORTH_AZIMUTH,SMEAR_AZIMUTH,SMEAR_MAGNITUDE,HORIZONTAL_PIXEL_SCALE,VERTICAL_PIXEL_SCALE,SLANT_DISTANCE,LIGHT_SOURCE_LATITUDE,LIGHT_SOURCE_LONGITUDE,TARGET_CENTER_DISTANCE,CENTRAL_BODY_DISTANCE,SUB_SPACECRAFT_LATITUDE,SUB_SPACECRAFT_LONGITUDE,SUB_SOLAR_AZIMUTH,SUB_SOLAR_LATITUDE,SUB_SOLAR_LONGITUDE,SOLAR_DISTANCE,SUB_SPACECRAFT_LINE,SUB_SPACECRAFT_LINE_SAMPLE,CENTER_RING_RADIUS,VOLUME_ID,FILE_SPECIFICATION_NAME,COMPRESSION_TYPE,ENCODING_MIN_COMPRESSION_RATIO,ENCODING_MAX_COMPRESSION_RATIO,ENCODING_COMPRESSION_RATIO,PROCESSING_HISTORY_TEXT
3599444.52,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G2G0012,G2GSNIPPUR01,REDR,GANYMEDE,1996-09-06 18:35:23.943000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,2,-000T19:02:41Z,-000T00:24:39Z,26.478,54.72,63.101,139.032,79.894,163.072,260.988,-23.117,96.847,-999,0.1,99.8818,171.484,9768.39,51.099,204.017,11492.58,1083652.0,8.362,191.67,221.424,-1.618,163.107,773832000,-18308.7,-973.82,-999,GO_0017,G2/GANYMEDE/C0359944452R.IMG,INTEGER COSINE TRANSFORM,8.942,6.421,10.031,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3599446.39,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G2G0013,G2GSGRVLNS01,REDR,GANYMEDE,1996-09-06 18:37:16.610000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,2,-000T19:00:48Z,-000T00:22:46Z,26.406,39.366,52.819,143.111,89.822,163.394,261.005,-26.124,86.928,-999,0.1,88.553,109.736,8496.45,38.942,200.029,10664.45,1082814.0,9.562,191.518,214.974,-1.618,163.173,773831000,-14613.2,-3920.35,-999,GO_0017,G2/GANYMEDE/C0359944639R.IMG,INTEGER COSINE TRANSFORM,11.324,6.434,13.823,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3599446.52,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G2G0014,G2GSGRVLNS01,REDR,GANYMEDE,1996-09-06 18:37:25.276000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,2,-000T19:00:39Z,-000T00:22:37Z,25.952,39.991,53.948,141.34,90.247,163.812,261.514,-26.18,86.721,-999,0.1,88.4541,109.57,8446.93,39.049,201.823,10600.92,1082749.0,9.661,191.504,213.772,-1.618,163.178,773831000,-14681.0,-4737.78,-999,GO_0017,G2/GANYMEDE/C0359944652R.IMG,INTEGER COSINE TRANSFORM,10.874,6.541,14.67,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524451.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0022,28GSSMOOTH02,REDR,GANYMEDE,2000-05-20 10:29:37.377000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:22:26Z,000T00:19:35Z,22.691,45.496,67.885,245.945,287.126,154.869,69.209,25.496,261.073,-999,0.1,163.843,119.213,11462.7,-16.063,308.848,13439.7,1059002.0,-4.117,345.008,186.277,3.041,14.793,747366000,-2643.14,-13157.2,-999,GO_0023,G28/GANYMEDE/C0552445100R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840551.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0009,29GSAIRGLO01,REDR,GANYMEDE,2000-12-28 09:21:54.741000+00:00,CLEAR,0,25595.8,10K,30.333,NOT POSSIBLE,29,-000T18:04:08Z,000T00:56:54Z,4.218,63.061,62.211,181.268,240.685,171.31,62.698,21.108,310.147,-999,0.1,581.257,612.416,34312.1,65.1,1.83,35582.68,1036373.0,5.939,7.086,122.524,2.897,3.098,755786000,5183.73,-4015.25,-999,GO_0023,G29/GANYMEDE/C0584055100R.IMG,INTEGER COSINE TRANSFORM,5.437,5.727,7.185,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524451.13,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0023,28GSSMOOTH02,REDR,GANYMEDE,2000-05-20 10:29:46.044000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:22:17Z,000T00:19:44Z,23.097,42.354,65.107,243.057,286.91,154.462,69.644,25.603,261.109,-999,0.1,156.014,119.072,11470.6,-15.798,311.741,13532.66,1058906.0,-4.083,345.114,186.705,3.041,14.798,747366000,-2634.47,-12261.0,-999,GO_0023,G28/GANYMEDE/C0552445113R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524452.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0024,28GSBRTDRK02,REDR,GANYMEDE,2000-05-20 10:30:38.044000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:21:25Z,000T00:20:36Z,23.819,35.347,58.791,236.474,286.917,153.71,70.379,25.899,260.799,-999,0.1,146.325,122.27,11861.5,-14.493,318.174,14091.21,1058328.0,-3.89,345.721,186.997,3.041,14.828,747366000,-2229.16,-9979.19,-999,GO_0023,G28/GANYMEDE/C0552445200R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840552.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0010,29GSAIRGLO01,REDR,GANYMEDE,2000-12-28 09:22:55.408000+00:00,CLEAR,0,25595.8,10K,30.333,NOT POSSIBLE,29,-000T18:03:07Z,000T00:57:55Z,4.104,51.195,50.76,179.951,238.872,170.993,62.845,20.717,311.904,-999,0.1,466.466,466.548,34498.4,53.656,3.183,36206.52,1035745.0,5.814,7.055,126.633,2.897,3.134,755786000,4353.523,-3550.86,-999,GO_0023,G29/GANYMEDE/C0584055200R.IMG,INTEGER COSINE TRANSFORM,6.913,5.764,8.568,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524452.13,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0025,28GSBRTDRK02,REDR,GANYMEDE,2000-05-20 10:30:46.711000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:21:17Z,000T00:20:44Z,24.193,32.659,56.421,234.076,286.572,153.342,70.78,26.0,260.978,-999,0.1,141.101,122.532,11896.9,-14.201,320.62,14184.44,1058232.0,-3.859,345.818,187.532,3.041,14.834,747366000,-2240.87,-9155.15,-999,GO_0023,G28/GANYMEDE/C0552445213R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524453.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0026,28GSNICHOL02,REDR,GANYMEDE,2000-05-20 10:31:38.711000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:20:25Z,000T00:21:36Z,26.694,18.876,42.59,218.779,284.085,150.857,73.7,25.961,262.246,-999,0.1,128.081,127.417,12229.2,-15.535,336.122,14744.63,1057654.0,-3.681,346.373,195.359,3.041,14.864,747366000,-3458.32,-3793.4,-999,GO_0023,G28/GANYMEDE/C0552445300R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840553.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0011,29GSAIRGLO01,REDR,GANYMEDE,2000-12-28 09:23:56.074000+00:00,CLEAR,0,25595.8,10K,30.333,NOT POSSIBLE,29,-000T18:02:06Z,000T00:58:56Z,4.024,41.447,41.436,179.309,237.197,170.66,62.999,20.321,313.522,-999,0.1,420.991,412.216,34815.9,44.327,3.86,36830.57,1035118.0,5.693,7.025,129.04,2.897,3.169,755786000,3573.692,-3018.74,-999,GO_0023,G29/GANYMEDE/C0584055300R.IMG,INTEGER COSINE TRANSFORM,7.408,6.338,8.281,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524453.13,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0027,28GSNICHOL02,REDR,GANYMEDE,2000-05-20 10:31:47.377000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:20:16Z,000T00:21:45Z,27.013,17.18,40.695,216.602,283.748,150.502,74.04,26.051,262.44,-999,0.1,128.246,128.137,12302.8,-15.205,338.118,14838.08,1057558.0,-3.653,346.462,196.341,3.041,14.869,747366000,-3418.5,-3082.72,-999,GO_0023,G28/GANYMEDE/C0552445313R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524454.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0028,28GSARBELA02,REDR,GANYMEDE,2000-05-20 10:32:39.377000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:19:24Z,000T00:22:37Z,27.924,12.15,33.764,209.697,283.552,149.623,74.984,26.413,262.239,-999,0.1,130.788,132.853,12816.1,-13.424,345.192,15399.52,1056980.0,-3.491,346.974,198.969,3.041,14.899,747366000,-2978.1,-677.391,-999,GO_0023,G28/GANYMEDE/C0552445400R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840554.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0012,29GSAIRGLO01,REDR,GANYMEDE,2000-12-28 09:24:56.741000+00:00,CLEAR,0,25595.8,10K,30.333,NOT POSSIBLE,29,-000T18:01:06Z,000T00:59:56Z,3.98,32.732,33.156,178.829,235.648,170.314,63.16,19.925,315.011,-999,0.1,397.746,388.13,35213.2,36.034,4.376,37454.82,1034490.0,5.576,6.998,130.539,2.897,3.204,755786000,2848.71,-2434.23,-999,GO_0023,G29/GANYMEDE/C0584055400R.IMG,INTEGER COSINE TRANSFORM,7.436,6.292,8.505,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524454.13,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0029,28GSARBELA02,REDR,GANYMEDE,2000-05-20 10:32:48.044000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:19:15Z,000T00:22:46Z,28.246,11.859,31.919,207.616,283.488,149.295,75.345,26.45,262.151,-999,0.1,130.903,133.854,12907.6,-13.32,347.288,15493.2,1056884.0,-3.465,347.056,200.508,3.041,14.904,747366000,-3018.77,8.611,-999,GO_0023,G28/GANYMEDE/C0552445413R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524454.26,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0030,28GSARBELA02,REDR,GANYMEDE,2000-05-20 10:32:56.710000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:19:07Z,000T00:22:54Z,27.829,14.509,34.116,208.906,282.857,149.699,75.001,25.978,262.926,-999,0.1,132.143,136.488,13024.5,-15.466,345.945,15586.9,1056788.0,-3.439,347.137,202.688,3.041,14.909,747366000,-3671.13,-507.035,-999,GO_0023,G28/GANYMEDE/C0552445426R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524454.39,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0031,28GSARBELA02,REDR,GANYMEDE,2000-05-20 10:33:05.377000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:18:58Z,000T00:23:03Z,28.193,14.189,32.06,206.6,282.623,149.336,75.398,26.053,262.992,-999,0.1,133.663,137.274,13115.3,-15.198,348.279,15680.63,1056692.0,-3.414,347.217,204.595,3.041,14.914,747366000,-3653.87,257.785,-999,GO_0023,G28/GANYMEDE/C0552445439R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524454.52,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0032,28GSARBELA02,REDR,GANYMEDE,2000-05-20 10:33:14.044000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:18:49Z,000T00:23:12Z,27.832,17.003,34.25,207.897,282.08,149.731,75.12,25.553,263.652,-999,0.1,134.548,140.456,13238.3,-17.595,347.199,15774.39,1056595.0,-3.389,347.296,206.859,3.041,14.919,747366000,-4378.9,-163.454,-999,GO_0023,G28/GANYMEDE/C0552445452R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524454.65,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0033,28GSARBELA02,REDR,GANYMEDE,2000-05-20 10:33:22.710000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:18:41Z,000T00:23:20Z,28.132,16.748,32.475,205.53,281.935,149.367,75.44,25.637,263.662,-999,0.1,136.137,141.215,13329.3,-17.253,349.231,15868.16,1056499.0,-3.364,347.374,208.544,3.041,14.924,747366000,-4312.84,481.603,-999,GO_0023,G28/GANYMEDE/C0552445465R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3599456.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G2G0031,G2GSURUKSL01,REDR,GANYMEDE,1996-09-06 18:46:57.276000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,2,-000T18:51:07Z,-000T00:13:05Z,47.314,36.237,13.833,175.018,111.676,141.1,239.452,-48.089,54.965,-999,0.1,50.2192,45.2999,4195.65,11.301,168.483,6509.132,1078478.0,20.485,189.76,208.439,-1.618,163.511,773829000,-7741.85,23258.12,-999,GO_0017,G2/GANYMEDE/C0359945600R.IMG,INTEGER COSINE TRANSFORM,13.282,7.741,17.356,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524456.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0034,28GSCALDRA02,REDR,GANYMEDE,2000-05-20 10:34:40.710000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:17:23Z,000T00:24:38Z,22.102,43.455,63.233,238.779,283.389,155.416,69.144,23.667,264.835,-999,0.1,191.235,167.209,14704.0,-24.199,316.19,16713.24,1055633.0,-3.156,348.043,195.29,3.041,14.969,747366000,-5325.43,-8677.86,-999,GO_0023,G28/GANYMEDE/C0552445600R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840556.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0014,29GSAIRGLO01,REDR,GANYMEDE,2000-12-28 09:26:58.074000+00:00,CLEAR,0,25595.8,10K,30.333,NOT POSSIBLE,29,-000T17:59:04Z,000T01:01:58Z,4.016,16.69,18.044,178.019,232.897,169.596,63.491,19.132,317.641,-999,0.1,378.374,373.062,36175.0,20.837,5.256,38703.91,1033234.0,5.353,6.951,130.305,2.897,3.275,755786000,1543.403,-1147.64,-999,GO_0023,G29/GANYMEDE/C0584055600R.IMG,INTEGER COSINE TRANSFORM,6.771,5.627,8.333,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3599456.13,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G2G0032,G2GSURUKSL01,REDR,GANYMEDE,1996-09-06 18:47:05.943000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,2,-000T18:50:59Z,-000T00:12:57Z,47.251,35.353,14.565,174.448,112.193,141.076,239.652,-48.349,54.509,-999,0.1,51.6865,42.6887,4118.8,11.86,169.07,6449.745,1078413.0,20.753,189.711,206.318,-1.618,163.516,773829000,-7799.65,22904.74,-999,GO_0017,G2/GANYMEDE/C0359945613R.IMG,INTEGER COSINE TRANSFORM,12.831,7.865,14.471,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5524456.13,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,28G0035,28GSCALDRA02,REDR,GANYMEDE,2000-05-20 10:34:49.377000+00:00,CLEAR,0,6.25,100K,8.667,NOT POSSIBLE,28,-000T18:17:14Z,000T00:24:47Z,22.507,40.299,60.178,235.361,283.218,155.012,69.573,23.763,264.829,-999,0.1,182.689,166.019,14713.2,-23.924,319.613,16807.26,1055537.0,-3.134,348.113,196.485,3.041,14.974,747366000,-5286.6,-7860.63,-999,GO_0023,G28/GANYMEDE/C0552445613R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3945262.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G8G0002,G8GSTIAMAT01,REDR,GANYMEDE,1997-05-07 14:15:07.206000+00:00,CLEAR,0,20.83,100K,60.667,NOT POSSIBLE,8,-000T21:26:56Z,-000T01:41:53Z,63.303,21.212,84.505,95.496,81.361,115.076,243.207,-23.792,88.003,-999,0.1,531.955,496.158,48859.1,0.069,204.988,51323.48,1122245.0,0.409,184.843,178.844,-0.62,120.484,761441000,492.634,-1426.89,-999,GO_0019,G8/GANYMEDE/C0394526200R.IMG,INTEGER COSINE TRANSFORM,3.363,2.918,3.214,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840562.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0020,29GSAIRGLO01,REDR,GANYMEDE,2000-12-28 09:33:02.074000+00:00,CLEAR,0,25595.8,10K,30.333,NOT POSSIBLE,29,-000T17:53:00Z,000T01:08:02Z,5.436,31.105,26.243,205.952,226.183,170.229,62.103,18.572,324.911,-999,0.1,439.649,446.568,40179.8,7.499,337.533,42455.33,1029468.0,4.765,6.849,221.985,2.897,3.486,755786000,-1942.8,-1715.41,-999,GO_0023,G29/GANYMEDE/C0584056200R.IMG,INTEGER COSINE TRANSFORM,6.667,5.731,7.743,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4981169.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,20G0001,20GSGEOGAP01,REDR,GANYMEDE,1999-05-04 23:11:33.165000+00:00,GREEN,1,62.5,100K,60.667,NOT POSSIBLE,20,001T06:04:32Z,000T12:47:29Z,24.826,0.0,24.826,204.743,305.038,159.243,35.886,15.866,255.016,-999,0.1,9173.95,9183.9,904295.0,0.301,270.252,906929.2,1425649.0,0.301,270.252,170.174,2.437,294.995,741002000,402.022,395.921,-999,GO_0021,C20/GANYMEDE/C0498116900R.IMG,INTEGER COSINE TRANSFORM,3.986,3.479,12.784,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3945178.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G8G0001,G8GSREGCON01,REDR,GANYMEDE,1997-05-07 12:50:11.209000+00:00,CLEAR,0,20.83,100K,60.667,NOT POSSIBLE,8,-000T22:51:52Z,-000T03:06:49Z,62.114,43.852,79.267,104.715,80.998,116.32,244.874,-21.895,89.026,-999,0.1,968.139,1278.8,92402.8,40.458,192.804,94319.03,1165157.0,-0.642,179.916,186.596,-0.621,117.519,761494000,-1437.0,-108.051,-999,GO_0019,G8/GANYMEDE/C0394517800R.IMG,INTEGER COSINE TRANSFORM,2.758,2.281,3.213,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
6050882.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,30G0005,30GSGLOCOL01,REDR,GANYMEDE,2001-05-25 01:49:39.398000+00:00,VIOLET,3,129.17,40K,60.667,NOT POSSIBLE,30,001T08:16:37Z,000T14:29:39Z,30.142,0.0,30.142,149.934,106.506,149.508,48.709,19.872,89.525,-999,0.1,8208.0,8209.27,808421.0,0.309,251.486,811053.6,1555409.0,0.309,251.486,174.835,2.621,221.42,760934000,399.938,401.76,-999,GO_0023,C30/GANYMEDE/C0605088200R.IMG,INTEGER COSINE TRANSFORM,12.734,8.093,39.606,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3837689.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,E6G0002,E6GSCOLOR_01,REDR,GANYMEDE,1997-02-21 01:26:50.685000+00:00,VIOLET,3,395.83,400K,15.166,NOT POSSIBLE,6,000T04:31:49Z,-000T15:00:14Z,37.006,0.0,37.006,143.003,89.01,136.756,264.779,-25.406,89.363,-999,0.1,14413.1,14413.7,709823.0,-0.081,323.462,712456.9,683413.9,-0.081,323.462,180.833,-0.949,286.465,766094000,195.657,196.477,-999,GO_0018,E6/GANYMEDE/C0383768900R.IMG,INTEGER COSINE TRANSFORM,9.286,5.845,69.189,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4016689.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0001,C9GSSULCUS01,REDR,GANYMEDE,1997-06-26 17:55:37.284000+00:00,GREEN,1,95.83,100K,8.667,NOT POSSIBLE,9,-000T17:57:24Z,000T00:35:34Z,32.825,35.935,31.413,191.671,293.675,154.769,346.776,-4.574,271.296,-999,0.1,890.571,982.705,82232.0,28.905,107.871,84379.36,1067629.0,-0.014,87.454,124.651,-0.395,119.716,758972000,1947.17,1329.009,-999,GO_0019,C9/GANYMEDE/C0401668900R.IMG,INTEGER COSINE TRANSFORM,1.695,1.508,1.935,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3837689.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,E6G0002,E6GSCOLOR_01,REDR,GANYMEDE,1997-02-21 01:26:50.685000+00:00,VIOLET,3,395.83,400K,15.166,NOT POSSIBLE,6,000T04:31:49Z,-000T15:00:14Z,37.006,0.0,37.006,143.003,89.01,136.756,264.779,-25.406,89.363,-999,0.1,14413.1,14413.7,709823.0,-0.081,323.462,712456.9,683413.9,-0.081,323.462,180.833,-0.949,286.465,766094000,195.657,196.477,-999,GO_0018,E6/GANYMEDE/C0383768900R.IMG,INTEGER COSINE TRANSFORM,9.286,5.845,69.189,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4016689.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0001,C9GSSULCUS01,REDR,GANYMEDE,1997-06-26 17:55:37.284000+00:00,GREEN,1,95.83,100K,8.667,NOT POSSIBLE,9,-000T17:57:24Z,000T00:35:34Z,32.825,35.935,31.413,191.671,293.675,154.769,346.776,-4.574,271.296,-999,0.1,890.571,982.705,82232.0,28.905,107.871,84379.36,1067629.0,-0.014,87.454,124.651,-0.395,119.716,758972000,1947.17,1329.009,-999,GO_0019,C9/GANYMEDE/C0401668900R.IMG,INTEGER COSINE TRANSFORM,1.695,1.508,1.935,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4016689.13,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0002,C9GSSULCUS01,REDR,GANYMEDE,1997-06-26 17:55:45.934000+00:00,GREEN,1,62.5,100K,8.667,NOT POSSIBLE,9,-000T17:57:16Z,000T00:35:42Z,32.441,30.374,39.675,207.78,293.649,155.168,346.423,-4.729,271.288,-999,0.1,834.81,964.338,82111.7,29.131,91.972,84395.21,1067565.0,-0.014,87.41,143.093,-0.395,119.722,758972000,1943.478,584.932,-999,GO_0019,C9/GANYMEDE/C0401668913R.IMG,INTEGER COSINE TRANSFORM,1.782,1.435,1.961,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4016689.26,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0003,C9GSSULCUS01,REDR,GANYMEDE,1997-06-26 17:55:54.600000+00:00,GREEN,1,62.5,100K,8.667,NOT POSSIBLE,9,-000T17:57:07Z,000T00:35:51Z,32.052,32.193,51.066,223.555,293.624,155.541,346.066,-4.889,271.277,-999,0.1,853.957,968.739,82170.0,29.346,76.181,84411.16,1067501.0,-0.014,87.366,155.436,-0.395,119.727,758972000,1935.874,-168.37,-999,GO_0019,C9/GANYMEDE/C0401668926R.IMG,INTEGER COSINE TRANSFORM,1.856,1.508,2.011,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3497589.39,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G1G0015,G1GSURUSUL01,REDR,GANYMEDE,1996-06-27 06:08:36.049000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,1,-000T18:23:25Z,-000T00:21:23Z,16.196,22.901,13.105,182.53,259.53,196.363,265.682,-23.21,279.228,-999,0.1,81.0137,77.1677,7462.18,10.985,167.875,9941.364,1082490.0,1.171,181.831,106.758,-1.871,170.428,777708000,4966.404,-8730.92,-999,GO_0017,G1/GANYMEDE/C0349758939R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4016689.39,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0004,C9GSSULCUS01,REDR,GANYMEDE,1997-06-26 17:56:03.284000+00:00,GREEN,1,95.83,100K,8.667,NOT POSSIBLE,9,-000T17:56:58Z,000T00:36:00Z,31.664,41.18,64.864,240.185,293.598,155.939,345.71,-5.043,271.266,-999,0.1,962.436,1004.37,82426.4,29.78,59.293,84427.2,1067436.0,-0.014,87.323,164.671,-0.395,119.732,758971000,1935.268,-918.419,-999,GO_0019,C9/GANYMEDE/C0401668939R.IMG,INTEGER COSINE TRANSFORM,2.132,1.888,2.517,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3497589.39,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G1G0015,G1GSURUSUL01,REDR,GANYMEDE,1996-06-27 06:08:36.049000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,1,-000T18:23:25Z,-000T00:21:23Z,16.196,22.901,13.105,182.53,259.53,196.363,265.682,-23.21,279.228,-999,0.1,81.0137,77.1677,7462.18,10.985,167.875,9941.364,1082490.0,1.171,181.831,106.758,-1.871,170.428,777708000,4966.404,-8730.92,-999,GO_0017,G1/GANYMEDE/C0349758939R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
